country,new_cases_per_million,start_of_week,code
Afghanistan,0.021428571,2020-02-24,AFG
Afghanistan,0.150142857,2020-03-02,AFG
Afghanistan,0.366,2020-03-09,AFG
Afghanistan,1.298,2020-03-16,AFG
Afghanistan,3.579142857,2020-03-23,AFG
Afghanistan,5.820428571,2020-03-30,AFG
Afghanistan,8.441857143,2020-04-06,AFG
Afghanistan,9.994571429,2020-04-13,AFG
Afghanistan,20.39828571,2020-04-20,AFG
Afghanistan,32.58042857,2020-04-27,AFG
Afghanistan,57.18157143,2020-05-04,AFG
Afghanistan,80.17642857,2020-05-11,AFG
Afghanistan,110.2178571,2020-05-18,AFG
Afghanistan,124.6054286,2020-05-25,AFG
Afghanistan,119.5024286,2020-06-01,AFG
Afghanistan,110.4325714,2020-06-08,AFG
Afghanistan,71.376,2020-06-15,AFG
Afghanistan,50.37142857,2020-06-22,AFG
Afghanistan,44.33642857,2020-06-29,AFG
Afghanistan,30.50742857,2020-07-06,AFG
Afghanistan,20.59171429,2020-07-13,AFG
Afghanistan,16.73314286,2020-07-20,AFG
Afghanistan,9.259714286,2020-07-27,AFG
Afghanistan,12.487,2020-08-03,AFG
Afghanistan,9.274,2020-08-10,AFG
Afghanistan,8.897142857,2020-08-17,AFG
Afghanistan,4.095428571,2020-08-24,AFG
Afghanistan,7.94,2020-08-31,AFG
Afghanistan,7.412571429,2020-09-07,AFG
Afghanistan,6.921285714,2020-09-14,AFG
Afghanistan,3.170285714,2020-09-21,AFG
Afghanistan,8.222857143,2020-09-28,AFG
Afghanistan,10.63342857,2020-10-05,AFG
Afghanistan,10.94485714,2020-10-12,AFG
Afghanistan,14.66014286,2020-10-19,AFG
Afghanistan,16.65785714,2020-10-26,AFG
Afghanistan,20.47014286,2020-11-02,AFG
Afghanistan,32.16428571,2020-11-09,AFG
Afghanistan,38.32528571,2020-11-16,AFG
Afghanistan,38.42242857,2020-11-23,AFG
Afghanistan,38.64842857,2020-11-30,AFG
Afghanistan,36.24557143,2020-12-07,AFG
Afghanistan,34.49557143,2020-12-14,AFG
Afghanistan,26.61671429,2020-12-21,AFG
Afghanistan,20.91085714,2020-12-28,AFG
Afghanistan,13.93971429,2021-01-04,AFG
Afghanistan,14.99385714,2021-01-11,AFG
Afghanistan,12.96742857,2021-01-18,AFG
Afghanistan,8.528142857,2021-01-25,AFG
Afghanistan,5.235571429,2021-02-01,AFG
Afghanistan,3.274285714,2021-02-08,AFG
Afghanistan,2.998,2021-02-15,AFG
Afghanistan,2.965857143,2021-02-22,AFG
Afghanistan,3.281428571,2021-03-01,AFG
Afghanistan,3.008428571,2021-03-08,AFG
Afghanistan,4.594285714,2021-03-15,AFG
Afghanistan,6.935571429,2021-03-22,AFG
Afghanistan,11.171,2021-03-29,AFG
Afghanistan,14.78585714,2021-04-05,AFG
Afghanistan,20.86428571,2021-04-12,AFG
Afghanistan,30.18157143,2021-04-19,AFG
Afghanistan,39.02457143,2021-04-26,AFG
Afghanistan,45.20742857,2021-05-03,AFG
Afghanistan,42.77628571,2021-05-10,AFG
Afghanistan,96.4,2021-05-17,AFG
Afghanistan,173.8795714,2021-05-24,AFG
Afghanistan,256.9537143,2021-05-31,AFG
Afghanistan,273.5682857,2021-06-07,AFG
Afghanistan,324.0691429,2021-06-14,AFG
Afghanistan,272.8977143,2021-06-21,AFG
Afghanistan,244.9472857,2021-06-28,AFG
Afghanistan,195.2282857,2021-07-05,AFG
Afghanistan,128.8118571,2021-07-12,AFG
Afghanistan,75.97328571,2021-07-19,AFG
Afghanistan,83.70157143,2021-07-26,AFG
Afghanistan,53.90042857,2021-08-02,AFG
Afghanistan,22.32742857,2021-08-09,AFG
Afghanistan,11.37557143,2021-08-16,AFG
Afghanistan,11.97771429,2021-08-23,AFG
Afghanistan,12.70585714,2021-08-30,AFG
Afghanistan,13.30128571,2021-09-06,AFG
Afghanistan,12.03171429,2021-09-13,AFG
Afghanistan,8.269714286,2021-09-20,AFG
Afghanistan,6.408285714,2021-09-27,AFG
Afghanistan,6.074642857,2021-10-04,AFG
Albania,15.11628571,2020-03-09,ALB
Albania,33.71357143,2020-03-16,ALB
Albania,42.66442857,2020-03-23,ALB
Albania,42.96242857,2020-03-30,ALB
Albania,36.747,2020-04-06,ALB
Albania,49.87428571,2020-04-13,ALB
Albania,39.03428571,2020-04-20,ALB
Albania,23.86785714,2020-04-27,ALB
Albania,22.37642857,2020-05-04,ALB
Albania,23.71885714,2020-05-11,ALB
Albania,35.75271429,2020-05-18,ALB
Albania,42.81314286,2020-05-25,ALB
Albania,65.18985714,2020-06-01,ALB
Albania,137.9374286,2020-06-08,ALB
Albania,143.507,2020-06-15,ALB
Albania,166.9771429,2020-06-22,ALB
Albania,183.5854286,2020-06-29,ALB
Albania,221.078,2020-07-06,ALB
Albania,219.2878571,2020-07-13,ALB
Albania,254.3444286,2020-07-20,ALB
Albania,285.522,2020-07-27,ALB
Albania,330.4235714,2020-08-03,ALB
Albania,347.8774286,2020-08-10,ALB
Albania,371.6957143,2020-08-17,ALB
Albania,287.7595714,2020-08-24,ALB
Albania,351.4077143,2020-08-31,ALB
Albania,375.8231429,2020-09-07,ALB
Albania,334.4512857,2020-09-14,ALB
Albania,315.5558571,2020-09-21,ALB
Albania,377.464,2020-09-28,ALB
Albania,473.1848571,2020-10-05,ALB
Albania,693.7155714,2020-10-12,ALB
Albania,719.5234286,2020-10-19,ALB
Albania,861.6875714,2020-10-26,ALB
Albania,1204.940429,2020-11-02,ALB
Albania,1523.231286,2020-11-09,ALB
Albania,1721.783857,2020-11-16,ALB
Albania,1730.137571,2020-11-23,ALB
Albania,1921.828429,2020-11-30,ALB
Albania,1804.924286,2020-12-07,ALB
Albania,1241.687571,2020-12-14,ALB
Albania,1130.452,2020-12-21,ALB
Albania,1249.046429,2020-12-28,ALB
Albania,1483.898857,2021-01-04,ALB
Albania,1422.487857,2021-01-11,ALB
Albania,1898.407857,2021-01-18,ALB
Albania,2299.192286,2021-01-25,ALB
Albania,2668.8,2021-02-01,ALB
Albania,2492.275429,2021-02-08,ALB
Albania,2563.829857,2021-02-15,ALB
Albania,2157.227286,2021-02-22,ALB
Albania,1753.508857,2021-03-01,ALB
Albania,1404.686143,2021-03-08,ALB
Albania,1129.059857,2021-03-15,ALB
Albania,940.651,2021-03-22,ALB
Albania,716.7387143,2021-03-29,ALB
Albania,543.9435714,2021-04-05,ALB
Albania,354.64,2021-04-12,ALB
Albania,290.3951429,2021-04-19,ALB
Albania,189.5521429,2021-04-26,ALB
Albania,135.5012857,2021-05-03,ALB
Albania,81.10171429,2021-05-10,ALB
Albania,49.178,2021-05-17,ALB
Albania,32.07285714,2021-05-24,ALB
Albania,23.81842857,2021-05-31,ALB
Albania,18.995,2021-06-07,ALB
Albania,7.956285714,2021-06-14,ALB
Albania,7.806571429,2021-06-21,ALB
Albania,14.71871429,2021-06-28,ALB
Albania,24.16642857,2021-07-05,ALB
Albania,54.94628571,2021-07-12,ALB
Albania,72.05185714,2021-07-19,ALB
Albania,166.0821429,2021-07-26,ALB
Albania,483.5771429,2021-08-02,ALB
Albania,974.4145714,2021-08-09,ALB
Albania,1605.973714,2021-08-16,ALB
Albania,2066.876714,2021-08-23,ALB
Albania,2104.717571,2021-08-30,ALB
Albania,2100.988,2021-09-06,ALB
Albania,1913.026857,2021-09-13,ALB
Albania,1486.036857,2021-09-20,ALB
Albania,1225.328,2021-09-27,ALB
Albania,974.1655,2021-10-04,ALB
Algeria,0.250142857,2020-02-24,DZA
Algeria,0.352142857,2020-03-02,DZA
Algeria,1.633,2020-03-09,DZA
Algeria,5.866,2020-03-16,DZA
Algeria,13.88957143,2020-03-23,DZA
Algeria,15.222,2020-03-30,DZA
Algeria,14.19357143,2020-04-06,DZA
Algeria,16.48642857,2020-04-13,DZA
Algeria,21.55542857,2020-04-20,DZA
Algeria,26.806,2020-04-27,DZA
Algeria,28.19914286,2020-05-04,DZA
Algeria,29.01842857,2020-05-11,DZA
Algeria,27.741,2020-05-18,DZA
Algeria,19.18885714,2020-05-25,DZA
Algeria,16.98614286,2020-06-01,DZA
Algeria,17.89871429,2020-06-08,DZA
Algeria,25.22414286,2020-06-15,DZA
Algeria,48.99842857,2020-06-22,DZA
Algeria,69.385,2020-06-29,DZA
Algeria,80.12071429,2020-07-06,DZA
Algeria,92.835,2020-07-13,DZA
Algeria,95.58285714,2020-07-20,DZA
Algeria,85.51571429,2020-07-27,DZA
Algeria,80.10142857,2020-08-03,DZA
Algeria,69.119,2020-08-10,DZA
Algeria,61.73871429,2020-08-17,DZA
Algeria,54.78742857,2020-08-24,DZA
Algeria,45.29385714,2020-08-31,DZA
Algeria,38.24314286,2020-09-07,DZA
Algeria,31.05514286,2020-09-14,DZA
Algeria,25.06457143,2020-09-21,DZA
Algeria,22.04157143,2020-09-28,DZA
Algeria,25.69485714,2020-10-05,DZA
Algeria,34.73442857,2020-10-12,DZA
Algeria,44.22414286,2020-10-19,DZA
Algeria,64.46357143,2020-10-26,DZA
Algeria,110.4521429,2020-11-02,DZA
Algeria,146.8861429,2020-11-09,DZA
Algeria,165.7005714,2020-11-16,DZA
Algeria,151.2662857,2020-11-23,DZA
Algeria,105.1787143,2020-11-30,DZA
Algeria,76.08314286,2020-12-07,DZA
Algeria,68.437,2020-12-14,DZA
Algeria,58.18785714,2020-12-21,DZA
Algeria,40.76,2020-12-28,DZA
Algeria,38.70442857,2021-01-04,DZA
Algeria,38.92842857,2021-01-11,DZA
Algeria,39.34457143,2021-01-18,DZA
Algeria,38.40342857,2021-01-25,DZA
Algeria,38.32014286,2021-02-01,DZA
Algeria,30.991,2021-02-08,DZA
Algeria,26.90857143,2021-02-15,DZA
Algeria,25.65357143,2021-02-22,DZA
Algeria,24.16785714,2021-03-01,DZA
Algeria,21.77271429,2021-03-08,DZA
Algeria,16.50571429,2021-03-15,DZA
Algeria,16.80971429,2021-03-22,DZA
Algeria,18.587,2021-03-29,DZA
Algeria,22.82614286,2021-04-05,DZA
Algeria,27.35042857,2021-04-12,DZA
Algeria,32.94414286,2021-04-19,DZA
Algeria,36.22614286,2021-04-26,DZA
Algeria,31.21528571,2021-05-03,DZA
Algeria,29.67828571,2021-05-10,DZA
Algeria,39.20371429,2021-05-17,DZA
Algeria,45.87642857,2021-05-24,DZA
Algeria,53.654,2021-05-31,DZA
Algeria,55.31885714,2021-06-07,DZA
Algeria,57.61485714,2021-06-14,DZA
Algeria,60.90914286,2021-06-21,DZA
Algeria,83.70371429,2021-06-28,DZA
Algeria,138.3534286,2021-07-05,DZA
Algeria,185.4657143,2021-07-12,DZA
Algeria,226.4815714,2021-07-19,DZA
Algeria,211.4141429,2021-07-26,DZA
Algeria,159.8601429,2021-08-02,DZA
Algeria,111.2334286,2021-08-09,DZA
Algeria,83.49214286,2021-08-16,DZA
Algeria,72.004,2021-08-23,DZA
Algeria,53.08071429,2021-08-30,DZA
Algeria,39.03757143,2021-09-06,DZA
Algeria,28.90342857,2021-09-13,DZA
Algeria,24.26371429,2021-09-20,DZA
Algeria,20.62328571,2021-09-27,DZA
Algeria,15.24478571,2021-10-04,DZA
Andorra,0,2020-03-02,AND
Andorra,742.4121429,2020-03-09,AND
Andorra,2232.777714,2020-03-16,AND
Andorra,2496.869286,2020-03-23,AND
Andorra,2007.468571,2020-03-30,AND
Andorra,1305.685429,2020-04-06,AND
Andorra,596.5158571,2020-04-13,AND
Andorra,234.5432857,2020-04-20,AND
Andorra,94.18642857,2020-04-27,AND
Andorra,96.03342857,2020-05-04,AND
Andorra,27.70214286,2020-05-11,AND
Andorra,22.16128571,2020-05-18,AND
Andorra,967.7217143,2020-05-25,AND
Andorra,182.8328571,2020-06-01,AND
Andorra,25.85542857,2020-06-08,AND
Andorra,7.387428571,2020-06-15,AND
Andorra,0,2020-06-22,AND
Andorra,0,2020-06-29,AND
Andorra,208.6875714,2020-07-06,AND
Andorra,256.7047143,2020-07-13,AND
Andorra,354.5851429,2020-07-20,AND
Andorra,360.1255714,2020-07-27,AND
Andorra,419.2227143,2020-08-03,AND
Andorra,631.6051429,2020-08-10,AND
Andorra,914.1644286,2020-08-17,AND
Andorra,1320.459571,2020-08-24,AND
Andorra,1390.638286,2020-08-31,AND
Andorra,2544.886857,2020-09-07,AND
Andorra,3401.799571,2020-09-14,AND
Andorra,3667.739286,2020-09-21,AND
Andorra,6652.163429,2020-09-28,AND
Andorra,8378.918286,2020-10-05,AND
Andorra,8275.497714,2020-10-12,AND
Andorra,9387.269429,2020-10-19,AND
Andorra,6925.489571,2020-10-26,AND
Andorra,6655.856714,2020-11-02,AND
Andorra,5789.708857,2020-11-09,AND
Andorra,5531.157286,2020-11-16,AND
Andorra,5063.917571,2020-11-23,AND
Andorra,3941.065286,2020-11-30,AND
Andorra,3521.841714,2020-12-07,AND
Andorra,3054.602571,2020-12-14,AND
Andorra,4275.335286,2020-12-21,AND
Andorra,4825.680571,2020-12-28,AND
Andorra,5737.998714,2021-01-04,AND
Andorra,6292.037857,2021-01-11,AND
Andorra,5466.519143,2021-01-18,AND
Andorra,4500.644714,2021-01-25,AND
Andorra,3505.221,2021-02-01,AND
Andorra,2916.092714,2021-02-08,AND
Andorra,2326.964,2021-02-15,AND
Andorra,2249.399143,2021-02-22,AND
Andorra,2458.086857,2021-03-01,AND
Andorra,3100.772429,2021-03-08,AND
Andorra,3808.095571,2021-03-15,AND
Andorra,4733.340714,2021-03-22,AND
Andorra,4559.742143,2021-03-29,AND
Andorra,3473.825286,2021-04-05,AND
Andorra,3442.429857,2021-04-12,AND
Andorra,3078.611,2021-04-19,AND
Andorra,2284.487714,2021-04-26,AND
Andorra,1501.446429,2021-05-03,AND
Andorra,1150.554429,2021-05-10,AND
Andorra,1285.370714,2021-05-17,AND
Andorra,1036.053,2021-05-24,AND
Andorra,677.7747143,2021-05-31,AND
Andorra,483.8607143,2021-06-07,AND
Andorra,496.7882857,2021-06-14,AND
Andorra,445.0781429,2021-06-21,AND
Andorra,1551.309714,2021-06-28,AND
Andorra,2478.401857,2021-07-05,AND
Andorra,2821.905571,2021-07-12,AND
Andorra,2517.184571,2021-07-19,AND
Andorra,2195.841857,2021-07-26,AND
Andorra,1205.958286,2021-08-02,AND
Andorra,1024.972857,2021-08-09,AND
Andorra,507.8691429,2021-08-16,AND
Andorra,402.6015714,2021-08-23,AND
Andorra,384.134,2021-08-30,AND
Andorra,465.3925714,2021-09-06,AND
Andorra,557.7328571,2021-09-13,AND
Andorra,716.5572857,2021-09-20,AND
Andorra,932.6324286,2021-09-27,AND
Andorra,496.1726667,2021-10-04,AND
Argentina,0.463380952,2020-03-02,ARG
Argentina,2.114142857,2020-03-09,ARG
Argentina,8.611142857,2020-03-16,ARG
Argentina,14.49357143,2020-03-23,ARG
Argentina,14.27157143,2020-03-30,ARG
Argentina,15.60257143,2020-04-06,ARG
Argentina,18.99814286,2020-04-13,ARG
Argentina,21.95514286,2020-04-20,ARG
Argentina,22.14014286,2020-04-27,ARG
Argentina,38.52557143,2020-05-04,ARG
Argentina,63.48214286,2020-05-11,ARG
Argentina,101.8132857,2020-05-18,ARG
Argentina,119.2674286,2020-05-25,ARG
Argentina,160.7782857,2020-06-01,ARG
Argentina,222.9915714,2020-06-08,ARG
Argentina,325.4501429,2020-06-15,ARG
Argentina,383.5694286,2020-06-22,ARG
Argentina,449.2472857,2020-06-29,ARG
Argentina,536.7517143,2020-07-06,ARG
Argentina,709.5431429,2020-07-13,ARG
Argentina,826.0377143,2020-07-20,ARG
Argentina,934.2102857,2020-07-27,ARG
Argentina,1041.186143,2020-08-03,ARG
Argentina,1005.833143,2020-08-10,ARG
Argentina,1303.169857,2020-08-17,ARG
Argentina,1522.879143,2020-08-24,ARG
Argentina,1608.287429,2020-08-31,ARG
Argentina,1689.042,2020-09-07,ARG
Argentina,1688.268143,2020-09-14,ARG
Argentina,1892.950714,2020-09-21,ARG
Argentina,1993.163286,2020-09-28,ARG
Argentina,2052.266143,2020-10-05,ARG
Argentina,2248.227857,2020-10-12,ARG
Argentina,1995.202714,2020-10-19,ARG
Argentina,1623.636571,2020-10-26,ARG
Argentina,1482.752286,2020-11-02,ARG
Argentina,1407.041429,2020-11-09,ARG
Argentina,1108.737143,2020-11-16,ARG
Argentina,1055.025143,2020-11-23,ARG
Argentina,793.2727143,2020-11-30,ARG
Argentina,905.0064286,2020-12-07,ARG
Argentina,944.7227143,2020-12-14,ARG
Argentina,1162.129286,2020-12-21,ARG
Argentina,1505.324714,2020-12-28,ARG
Argentina,1754.829,2021-01-04,ARG
Argentina,1588.024286,2021-01-11,ARG
Argentina,1382.821714,2021-01-18,ARG
Argentina,1229.078429,2021-01-25,ARG
Argentina,1040.584286,2021-02-01,ARG
Argentina,866.6001429,2021-02-08,ARG
Argentina,966.8217143,2021-02-15,ARG
Argentina,918.0282857,2021-02-22,ARG
Argentina,965.992,2021-03-01,ARG
Argentina,1070.749714,2021-03-08,ARG
Argentina,1200.254143,2021-03-15,ARG
Argentina,1738.036143,2021-03-22,ARG
Argentina,2471.864714,2021-03-29,ARG
Argentina,3407.932571,2021-04-05,ARG
Argentina,3637.136143,2021-04-12,ARG
Argentina,3412.302286,2021-04-19,ARG
Argentina,3109.054429,2021-04-26,ARG
Argentina,3269.861286,2021-05-03,ARG
Argentina,4450.487571,2021-05-10,ARG
Argentina,4761.794857,2021-05-17,ARG
Argentina,4770.290143,2021-05-24,ARG
Argentina,3991.125429,2021-05-31,ARG
Argentina,3413.329857,2021-06-07,ARG
Argentina,2871.274857,2021-06-14,ARG
Argentina,3075.512857,2021-06-21,ARG
Argentina,2633.773857,2021-06-28,ARG
Argentina,2390.311857,2021-07-05,ARG
Argentina,2088.455143,2021-07-12,ARG
Argentina,2003.475429,2021-07-19,ARG
Argentina,1850.255571,2021-07-26,ARG
Argentina,1633.372143,2021-08-02,ARG
Argentina,1150.865,2021-08-09,ARG
Argentina,1003.656286,2021-08-16,ARG
Argentina,749.9231429,2021-08-23,ARG
Argentina,521.813,2021-08-30,ARG
Argentina,360.6087143,2021-09-06,ARG
Argentina,272.7972857,2021-09-13,ARG
Argentina,217.5378571,2021-09-20,ARG
Argentina,160.3777143,2021-09-27,ARG
Argentina,120.4606667,2021-10-04,ARG
Armenia,0,2020-02-24,ARM
Armenia,2.502714286,2020-03-02,ARM
Armenia,36.579,2020-03-09,ARM
Armenia,66.41985714,2020-03-16,ARM
Armenia,114.4061429,2020-03-23,ARM
Armenia,88.03057143,2020-03-30,ARM
Armenia,82.35085714,2020-04-06,ARM
Armenia,127.0162857,2020-04-13,ARM
Armenia,179.2855714,2020-04-20,ARM
Armenia,280.552,2020-04-27,ARM
Armenia,336.8164286,2020-05-04,ARM
Armenia,593.207,2020-05-11,ARM
Armenia,854.6995714,2020-05-18,ARM
Armenia,1018.775571,2020-05-25,ARM
Armenia,1211.297571,2020-06-01,ARM
Armenia,1284.744143,2020-06-08,ARM
Armenia,1308.328429,2020-06-15,ARM
Armenia,1425.525714,2020-06-22,ARM
Armenia,1224.100143,2020-06-29,ARM
Armenia,1053.766429,2020-07-06,ARM
Armenia,889.0164286,2020-07-13,ARM
Armenia,701.5967143,2020-07-20,ARM
Armenia,519.4231429,2020-07-27,ARM
Armenia,429.0821429,2020-08-03,ARM
Armenia,409.4451429,2020-08-10,ARM
Armenia,342.592,2020-08-17,ARM
Armenia,335.6134286,2020-08-24,ARM
Armenia,357.0311429,2020-08-31,ARM
Armenia,448.2864286,2020-09-07,ARM
Armenia,569.4785714,2020-09-14,ARM
Armenia,867.5502857,2020-09-21,ARM
Armenia,1192.430429,2020-09-28,ARM
Armenia,1968.436429,2020-10-05,ARM
Armenia,3659.353143,2020-10-12,ARM
Armenia,4727.077714,2020-10-19,ARM
Armenia,4860.158,2020-10-26,ARM
Armenia,4311.183,2020-11-02,ARM
Armenia,3222.184857,2020-11-09,ARM
Armenia,2935.520286,2020-11-16,ARM
Armenia,2624.261,2020-11-23,ARM
Armenia,2267.615,2020-11-30,ARM
Armenia,2027.781286,2020-12-07,ARM
Armenia,1613.908,2020-12-14,ARM
Armenia,1054.007571,2020-12-21,ARM
Armenia,669.8304286,2020-12-28,ARM
Armenia,790.1564286,2021-01-04,ARM
Armenia,652.8885714,2021-01-11,ARM
Armenia,389.0864286,2021-01-18,ARM
Armenia,336.046,2021-01-25,ARM
Armenia,366.2241429,2021-02-01,ARM
Armenia,387.0647143,2021-02-08,ARM
Armenia,481.3517143,2021-02-15,ARM
Armenia,710.8377143,2021-02-22,ARM
Armenia,1056.269429,2021-03-01,ARM
Armenia,1576.992143,2021-03-08,ARM
Armenia,2068.451429,2021-03-15,ARM
Armenia,2164.423429,2021-03-22,ARM
Armenia,2118.603286,2021-03-29,ARM
Armenia,2025.856143,2021-04-05,ARM
Armenia,1744.918857,2021-04-12,ARM
Armenia,1393.663429,2021-04-19,ARM
Armenia,973.5332857,2021-04-26,ARM
Armenia,648.2682857,2021-05-03,ARM
Armenia,450.8852857,2021-05-10,ARM
Armenia,287.9641429,2021-05-17,ARM
Armenia,200.5111429,2021-05-24,ARM
Armenia,170.9591429,2021-05-31,ARM
Armenia,177.6492857,2021-06-07,ARM
Armenia,182.6067143,2021-06-14,ARM
Armenia,230.2558571,2021-06-21,ARM
Armenia,258.6042857,2021-06-28,ARM
Armenia,324.2545714,2021-07-05,ARM
Armenia,411.3704286,2021-07-12,ARM
Armenia,488.1382857,2021-07-19,ARM
Armenia,573.7141429,2021-07-26,ARM
Armenia,706.6024286,2021-08-02,ARM
Armenia,944.751,2021-08-09,ARM
Armenia,1161.530571,2021-08-16,ARM
Armenia,1243.593,2021-08-23,ARM
Armenia,1244.603571,2021-08-30,ARM
Armenia,1456.281143,2021-09-06,ARM
Armenia,1532.856143,2021-09-13,ARM
Armenia,1964.105,2021-09-20,ARM
Armenia,2345.538,2021-09-27,ARM
Armenia,2527.04569,2021-10-04,ARM
Australia,0.166285714,2020-01-20,AUS
Australia,0.216142857,2020-01-27,AUS
Australia,0.044571429,2020-02-03,AUS
Australia,0,2020-02-10,AUS
Australia,0.121714286,2020-02-17,AUS
Australia,1.373571429,2020-02-24,AUS
Australia,4.575857143,2020-03-02,AUS
Australia,23.75385714,2020-03-09,AUS
Australia,78.54085714,2020-03-16,AUS
Australia,87.51514286,2020-03-23,AUS
Australia,39.76342857,2020-03-30,AUS
Australia,15.09542857,2020-04-06,AUS
Australia,7.196,2020-04-13,AUS
Australia,3.960857143,2020-04-20,AUS
Australia,5.273571429,2020-04-27,AUS
Australia,4.193571429,2020-05-04,AUS
Australia,3.058,2020-05-11,AUS
Australia,2.852857143,2020-05-18,AUS
Australia,3.074571429,2020-05-25,AUS
Australia,1.944142857,2020-06-01,AUS
Australia,4.426285714,2020-06-08,AUS
Australia,7.500714286,2020-06-15,AUS
Australia,21.54914286,2020-06-22,AUS
Australia,45.94557143,2020-06-29,AUS
Australia,70.30914286,2020-07-06,AUS
Australia,96.46714286,2020-07-13,AUS
Australia,122.2704286,2020-07-20,AUS
Australia,132.6022857,2020-07-27,AUS
Australia,95.85771429,2020-08-03,AUS
Australia,65.99357143,2020-08-10,AUS
Australia,40.201,2020-08-17,AUS
Australia,26.27457143,2020-08-24,AUS
Australia,17.41085714,2020-08-31,AUS
Australia,11.13457143,2020-09-07,AUS
Australia,6.138142857,2020-09-14,AUS
Australia,4.143714286,2020-09-21,AUS
Australia,4.630857143,2020-09-28,AUS
Australia,5.340428571,2020-10-05,AUS
Australia,4.282285714,2020-10-12,AUS
Australia,3.888714286,2020-10-19,AUS
Australia,2.570285714,2020-10-26,AUS
Australia,1.95,2020-11-02,AUS
Australia,4.099142857,2020-11-09,AUS
Australia,2.997,2020-11-16,AUS
Australia,2.781,2020-11-23,AUS
Australia,2.587142857,2020-11-30,AUS
Australia,3.777857143,2020-12-07,AUS
Australia,6.475714286,2020-12-14,AUS
Australia,5.949714286,2020-12-21,AUS
Australia,5.279428571,2020-12-28,AUS
Australia,4.265428571,2021-01-04,AUS
Australia,3.029857143,2021-01-11,AUS
Australia,1.750714286,2021-01-18,AUS
Australia,1.628714286,2021-01-25,AUS
Australia,1.656428571,2021-02-01,AUS
Australia,1.301571429,2021-02-08,AUS
Australia,1.501142857,2021-02-15,AUS
Australia,2.36,2021-02-22,AUS
Australia,3.141285714,2021-03-01,AUS
Australia,3.035571429,2021-03-08,AUS
Australia,2.514714286,2021-03-15,AUS
Australia,3.396,2021-03-22,AUS
Australia,2.426142857,2021-03-29,AUS
Australia,3.567714286,2021-04-05,AUS
Australia,5.412142857,2021-04-12,AUS
Australia,6.376285714,2021-04-19,AUS
Australia,4.099142857,2021-04-26,AUS
Australia,2.559571429,2021-05-03,AUS
Australia,1.578571429,2021-05-10,AUS
Australia,2.759142857,2021-05-17,AUS
Australia,3.018571429,2021-05-24,AUS
Australia,3.163285714,2021-05-31,AUS
Australia,3.129714286,2021-06-07,AUS
Australia,4.880571429,2021-06-14,AUS
Australia,9.539285714,2021-06-21,AUS
Australia,11.64414286,2021-06-28,AUS
Australia,26.00857143,2021-07-05,AUS
Australia,36.39542857,2021-07-12,AUS
Australia,51.80671429,2021-07-19,AUS
Australia,69.37814286,2021-07-26,AUS
Australia,97.76357143,2021-08-02,AUS
Australia,160.7267143,2021-08-09,AUS
Australia,256.2188571,2021-08-16,AUS
Australia,362.9288571,2021-08-23,AUS
Australia,450.6654286,2021-08-30,AUS
Australia,471.1562857,2021-09-06,AUS
Australia,458.3432857,2021-09-13,AUS
Australia,513.2855714,2021-09-20,AUS
Australia,598.8338571,2021-09-27,AUS
Australia,570.4856429,2021-10-04,AUS
Austria,4.873547619,2020-02-24,AUT
Austria,40.01471429,2020-03-02,AUT
Austria,188.1945714,2020-03-09,AUT
Austria,508.3135714,2020-03-16,AUT
Austria,474.3015714,2020-03-23,AUT
Austria,243.8174286,2020-03-30,AUT
Austria,136.9,2020-04-06,AUT
Austria,62.32085714,2020-04-13,AUT
Austria,49.47742857,2020-04-20,AUT
Austria,31.81614286,2020-04-27,AUT
Austria,35.78128571,2020-05-04,AUT
Austria,36.68142857,2020-05-11,AUT
Austria,25.497,2020-05-18,AUT
Austria,20.93171429,2020-05-25,AUT
Austria,24.10685714,2020-06-01,AUT
Austria,22.87457143,2020-06-08,AUT
Austria,28.19842857,2020-06-15,AUT
Austria,52.57371429,2020-06-22,AUT
Austria,71.16742857,2020-06-29,AUT
Austria,75.14814286,2020-07-06,AUT
Austria,87.865,2020-07-13,AUT
Austria,95.79585714,2020-07-20,AUT
Austria,82.63628571,2020-07-27,AUT
Austria,108.8755714,2020-08-03,AUT
Austria,191.8752857,2020-08-10,AUT
Austria,211.3851429,2020-08-17,AUT
Austria,223.8811429,2020-08-24,AUT
Austria,326.1534286,2020-08-31,AUT
Austria,503.1161429,2020-09-07,AUT
Austria,542.625,2020-09-14,AUT
Austria,546.1641429,2020-09-21,AUT
Austria,704.9752857,2020-09-28,AUT
Austria,905.1444286,2020-10-05,AUT
Austria,1359.193286,2020-10-12,AUT
Austria,2516.686143,2020-10-19,AUT
Austria,4138.669429,2020-10-26,AUT
Austria,5401.593714,2020-11-02,AUT
Austria,5165.327429,2020-11-09,AUT
Austria,4105.305286,2020-11-16,AUT
Austria,3068.584286,2020-11-23,AUT
Austria,2292.504714,2020-11-30,AUT
Austria,2046.681429,2020-12-07,AUT
Austria,1559.425714,2020-12-14,AUT
Austria,1499.853857,2020-12-21,AUT
Austria,1581.368286,2020-12-28,AUT
Austria,1540.895571,2021-01-04,AUT
Austria,1282.623429,2021-01-11,AUT
Austria,1134.886143,2021-01-18,AUT
Austria,1053.829714,2021-01-25,AUT
Austria,1049.437857,2021-02-01,AUT
Austria,1181.409429,2021-02-08,AUT
Austria,1431.877857,2021-02-15,AUT
